id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
1934,CYVD,medium_airport,Virden / RJ (Bob) Andrew Field Regional Aerodrome,49.8783,-100.917999,1454,,Canada,CA,Manitoba,CA-MB,MB,Virden,0,CYVD,,,YVD,,https://en.wikipedia.org/wiki/Virden_Airport,,250,2022-02-24T20:09:11+00:00
1656,CYAL,small_airport,Alert Bay Airport,50.582199,-126.916,240,,Canada,CA,British Columbia,CA-BC,BC,Alert Bay,1,CYAL,CYAL,YAL,,,https://en.wikipedia.org/wiki/Alert_Bay_Airport,,150,2024-04-03T19:58:59+00:00
1760,CYHH,small_airport,Nemiscau Airport,51.691101,-76.135597,802,,Canada,CA,Quebec,CA-QC,QC,Nemiscau,1,CYHH,CYHH,YNS,,,https://en.wikipedia.org/wiki/Nemiscau_Airport,YHH,150,2024-04-04T13:35:49+00:00
1825,CYNE,small_airport,Norway House Airport,53.958302,-97.8442,734,,Canada,CA,Manitoba,CA-MB,MB,Norway House,1,CYNE,CYNE,YNE,,,https://en.wikipedia.org/wiki/Norway_House_Airport,,150,2024-04-03T23:34:33+00:00
1850,CYPM,small_airport,Pikangikum Airport,51.819698,-93.973297,1114,,Canada,CA,Ontario,CA-ON,ON,Pikangikum,1,CYPM,CYPM,YPM,,,https://en.wikipedia.org/wiki/Pikangikum_Airport,,150,2024-04-04T13:02:46+00:00
1823,CYNC,small_airport,Wemindji Airport,53.010601,-78.8311,66,,Canada,CA,Quebec,CA-QC,QC,Wemindji,1,CYNC,CYNC,YNC,,,https://en.wikipedia.org/wiki/Wemindji_Airport,,150,2024-04-04T13:39:11+00:00
1100,CJN4,small_airport,Assiniboia Airport,49.73469925,-105.9469986,2370,,Canada,CA,Saskatchewan,CA-SK,SK,Assiniboia,0,CJN4,,,CJN4,,https://en.wikipedia.org/wiki/Assiniboia_Airport,JN4,50,2008-06-13T14:30:04+00:00
1725,CYEU,small_airport,Eureka Airport,79.99469757,-85.81420136,256,,Canada,CA,Nunavut,CA-NU,NU,Eureka,0,CYEU,CYEU,YEU,,,https://en.wikipedia.org/wiki/Eureka_Aerodrome,YEU,50,2011-11-13T02:52:43+00:00
2022,CZHP,small_airport,High Prairie Airport,55.3936,-116.474998,1974,,Canada,CA,Alberta,CA-AB,AB,High Prairie,0,CZHP,CZHP,ZHP,,,https://en.wikipedia.org/wiki/High_Prairie_Airport,ZHP,50,2024-07-10T12:25:49+00:00
1132,CJU4,small_airport,Humboldt Airport,52.17610168,-105.1269989,1865,,Canada,CA,Saskatchewan,CA-SK,SK,Humboldt,0,CJU4,,,CJU4,,https://en.wikipedia.org/wiki/Humboldt_Airport,JU4,50,2008-06-13T14:30:04+00:00
1020,CFY4,small_airport,Winters Aire Park Airport,50.90481901,-113.7962151,3370,,Canada,CA,Alberta,CA-AB,AB,Indus,0,CFY4,,,CFY4,http://www.ezflyer.com/,https://en.wikipedia.org/wiki/Indus/Winters_Aire_Park_Airport,FY4,50,2010-12-08T21:34:10+00:00
1517,CSG3,small_airport,Joliette Airport,46.044464,-73.501539,225,,Canada,CA,Quebec,CA-QC,QC,Joliette,0,CSG3,,,CSG3,https://www.facebook.com/Aeroport.Joliette,https://en.wikipedia.org/wiki/Joliette_Airport,SG3,50,2023-08-29T13:34:11+00:00
1045,CJA3,small_airport,Morden Regional Airport,49.208626,-98.063536,950,,Canada,CA,Manitoba,CA-MB,MB,Morden,0,CJA3,,,CJA3,,https://en.wikipedia.org/wiki/Morden_Airport,JA3,50,2022-07-20T12:42:25+00:00
1138,CJV5,small_airport,Neepawa Airport,50.23279953,-99.51059723,1277,,Canada,CA,Manitoba,CA-MB,MB,Neepawa,0,CJV5,,,CJV5,,https://en.wikipedia.org/wiki/Neepawa_Airport,JV5,50,2008-06-13T14:30:04+00:00
663,CBB9,small_airport,Osoyoos Airport,49.03720093,-119.4889984,1100,,Canada,CA,British Columbia,CA-BC,BC,Osoyoos,0,CBB9,,,CBB9,http://www.sunnyosoyoos.com/webpages1/airport.htm,https://en.wikipedia.org/wiki/Osoyoos_Airport,BB9,50,2010-05-18T18:20:49+00:00
779,CCS3,small_airport,Saint Stephen Airport,45.2075,-67.250603,96,,Canada,CA,New Brunswick,CA-NB,NB,Saint Stephen,0,CCS3,,,CCS3,,https://en.wikipedia.org/wiki/St._Stephen_Airport,"CS3, Giddens Memorial",50,2023-05-19T15:53:45+00:00
662,CA-1008,closed,Tipella Airport,49.743099,-122.163002,55,,Canada,CA,British Columbia,CA-BC,BC,Tipella,0,,,,,,https://en.wikipedia.org/wiki/Tipella_Airport,"BB7, CBB7",50,2025-02-25T14:37:46+00:00
1433,CPM5,small_airport,Volk Airport,43.993803,-79.778445,1020,,Canada,CA,Ontario,CA-ON,ON,Tottenham,0,CPM5,,,CPM5,,https://en.wikipedia.org/wiki/Tottenham/Volk_Airport,PM5,50,2017-03-23T12:24:31+00:00
1551,CSQ3,small_airport,Valcourt Airport,45.48109818,-72.31030273,740,,Canada,CA,Quebec,CA-QC,QC,Valcourt,0,CSQ3,,,CSQ3,,https://en.wikipedia.org/wiki/Valcourt_Airport,SQ3,50,2008-06-13T14:30:04+00:00
844,CEE5,small_airport,Wabasca Airport,55.961445,-113.81866,1827,,Canada,CA,Alberta,CA-AB,AB,Wabasca-Desmarais,0,CEE5,,,CEE5,,https://en.wikipedia.org/wiki/Wabasca_Airport,EE5,50,2024-07-03T05:47:44+00:00
1447,CPR5,small_airport,Woodstock Airport,43.108268,-80.821867,1040,,Canada,CA,Ontario,CA-ON,ON,Woodstock,0,CPR5,,,CPR5,,https://en.wikipedia.org/wiki/Woodstock_Airport_(Ontario),PR5,50,2022-02-22T16:59:16+00:00
1998,CYZS,medium_airport,Coral Harbour Airport,64.19329834,-83.35939789,210,,Canada,CA,Nunavut,CA-NU,NU,Coral Harbour,1,CYZS,CYZS,YZS,,,https://en.wikipedia.org/wiki/Coral_Harbour_Airport,,750,2011-11-13T02:29:51+00:00
1776,CYIV,medium_airport,Island Lake Airport,53.85720062,-94.6536026,770,,Canada,CA,Manitoba,CA-MB,MB,Island Lake,1,CYIV,CYIV,YIV,,,https://en.wikipedia.org/wiki/Island_Lake_Airport,,750,2008-06-13T14:30:04+00:00
1773,CYIF,medium_airport,St Augustin Airport,51.2117,-58.658298,20,,Canada,CA,Quebec,CA-QC,QC,St-Augustin,1,CYIF,CYIF,YIF,,,https://en.wikipedia.org/wiki/St-Augustin_Airport,Pakuashipi Airport,500,2024-04-04T13:50:57+00:00
1711,CYDO,medium_airport,Dolbeau-Saint-Felicien Airport,48.7785,-72.375,372,,Canada,CA,Quebec,CA-QC,QC,Dolbeau-Saint-Felicien,0,CYDO,CYDO,YDO,,,https://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport,Dolbeau St Methode,250,2024-07-06T17:07:19+00:00
1736,CYFR,medium_airport,Fort Resolution Airport,61.18080139,-113.6900024,526,,Canada,CA,Northwest Territories,CA-NT,NT,Fort Resolution,0,CYFR,CYFR,YFR,,,https://en.wikipedia.org/wiki/Fort_Resolution_Airport,YFR,250,2010-05-09T16:23:02+00:00
2019,CZGF,medium_airport,Grand Forks Airport,49.015598,-118.431,1720,,Canada,CA,British Columbia,CA-BC,BC,Grand Forks,0,CZGF,CZGF,ZGF,,,https://en.wikipedia.org/wiki/Grand_Forks_Airport,,250,2021-12-13T17:21:10+00:00
1906,CYSL,medium_airport,Saint-Léonard Airport,47.157097,-67.836242,793,,Canada,CA,New Brunswick,CA-NB,NB,Saint-Léonard,0,CYSL,CYSL,YSL,,,https://en.wikipedia.org/wiki/St._Leonard_Airport,"St. Leonard, St Leonard",250,2022-11-01T13:42:26+00:00
1766,CYHR,small_airport,Chevery Airport,50.468322,-59.637823,39,,Canada,CA,Quebec,CA-QC,QC,Chevery,1,CYHR,CYHR,YHR,,,https://en.wikipedia.org/wiki/Chevery_Airport,,150,2024-04-04T13:40:09+00:00
1728,CYFA,small_airport,Fort Albany Airport,52.203451,-81.695194,48,,Canada,CA,Ontario,CA-ON,ON,Fort Albany,1,CYFA,CYFA,YFA,,,https://en.wikipedia.org/wiki/Fort_Albany_Airport,,150,2024-04-04T13:03:41+00:00
1722,CYER,small_airport,Fort Severn Airport,56.018902,-87.676102,48,,Canada,CA,Ontario,CA-ON,ON,Fort Severn,1,CYER,CYER,YER,,,https://en.wikipedia.org/wiki/Fort_Severn_Airport,,150,2024-04-04T13:04:18+00:00
2020,CZGI,small_airport,Gods River Airport,54.839699,-94.078598,627,,Canada,CA,Manitoba,CA-MB,MB,Gods River,1,CZGI,CZGI,ZGI,,,https://en.wikipedia.org/wiki/Gods_River_Airport,,150,2024-04-03T23:17:47+00:00
1847,CYPH,small_airport,Inukjuak Airport,58.471901,-78.076897,83,,Canada,CA,Quebec,CA-QC,QC,Inukjuak,1,CYPH,CYPH,YPH,,,https://en.wikipedia.org/wiki/Inukjuak_Airport,,150,2024-04-04T13:41:11+00:00
1963,CYXP,small_airport,Pangnirtung Airport,66.144878,-65.713606,75,,Canada,CA,Nunavut,CA-NU,NU,Pangnirtung,1,CYXP,CYXP,YXP,,,https://en.wikipedia.org/wiki/Pangnirtung_Airport,,150,2024-04-04T12:39:08+00:00
1937,CYVM,small_airport,Qikiqtarjuaq Airport,67.54656,-64.03141,21,,Canada,CA,Nunavut,CA-NU,NU,Qikiqtarjuaq,1,CYVM,CYVM,YVM,,,https://en.wikipedia.org/wiki/Qikiqtarjuaq_Airport,Broughton Island,150,2025-10-29T17:06:52+00:00
2033,CZPB,small_airport,Sachigo Lake Airport,53.890885,-92.195935,876,,Canada,CA,Ontario,CA-ON,ON,Sachigo Lake,1,CZPB,CZPB,ZPB,,,https://en.wikipedia.org/wiki/Sachigo_Lake_Airport,,150,2024-04-04T13:05:50+00:00
2041,CZTM,small_airport,Shamattawa Airport,55.86356,-92.081137,289,,Canada,CA,Manitoba,CA-MB,MB,Shamattawa,1,CZTM,CZTM,ZTM,,,https://en.wikipedia.org/wiki/Shamattawa_Airport,,150,2024-04-03T23:23:11+00:00
2018,CZFN,small_airport,Tulita Airport,64.909496,-125.570297,332,,Canada,CA,Northwest Territories,CA-NT,NT,Tulita,1,CZFN,CZFN,ZFN,,,https://en.wikipedia.org/wiki/Tulita_Airport,Fort Norman,150,2024-04-04T12:24:21+00:00
1792,CYKQ,small_airport,Waskaganish Airport,51.473301,-78.758301,80,,Canada,CA,Quebec,CA-QC,QC,Waskaganish,1,CYKQ,CYKQ,YKQ,,,https://en.wikipedia.org/wiki/Waskaganish_Airport,,150,2024-04-04T13:41:47+00:00
1962,CYXN,small_airport,Whale Cove Airport,62.240002,-92.598099,40,,Canada,CA,Nunavut,CA-NU,NU,Whale Cove,1,CYXN,CYXN,YXN,,,https://en.wikipedia.org/wiki/Whale_Cove_Airport,,150,2024-04-04T12:43:43+00:00
2005,CZAC,small_airport,York Landing Airport,56.089401,-96.089203,621,,Canada,CA,Manitoba,CA-MB,MB,York Landing,0,CZAC,CZAC,ZAC,,,https://en.wikipedia.org/wiki/York_Landing_Airport,,150,2025-02-05T18:47:58+00:00
1617,CTT5,small_airport,La Romaine Airport,50.259553,-60.674357,90,,Canada,CA,Quebec,CA-QC,QC,Le Golfe-du-Saint-Laurent,1,CTT5,,ZGS,CTT5,,https://en.wikipedia.org/wiki/La_Romaine_Airport,"Gethsemani, La Romaine",100,2024-07-08T12:49:36+00:00
883,CEP3,small_airport,Barrhead Airport,54.096874,-114.438868,2121,,Canada,CA,Alberta,CA-AB,AB,Barrhead,0,CEP3,,,CEP3,,https://en.wikipedia.org/wiki/Barrhead_Airport,EP3,50,2024-07-10T11:11:14+00:00
1574,CSX7,small_airport,Sexsmith (Exeter) Airport,43.376357,-81.507139,856,,Canada,CA,Ontario,CA-ON,ON,Bluewater,0,CSX7,,,CSX7,,https://en.wikipedia.org/wiki/Sexsmith/Exeter_Airport,SX7,50,2022-07-12T11:46:03+00:00
1108,CJQ3,small_airport,Carlyle Airport,49.64440155,-102.2870026,2074,,Canada,CA,Saskatchewan,CA-SK,SK,Carlyle,0,CJQ3,,,CJQ3,,https://en.wikipedia.org/wiki/Carlyle_Airport,JQ3,50,2008-06-13T14:30:04+00:00
794,CCZ3,small_airport,Clarenville Airport,48.2747,-53.923901,199,,Canada,CA,Newfoundland and Labrador,CA-NL,NL,Clarenville,0,CCZ3,,,CCZ3,,https://en.wikipedia.org/wiki/Clarenville_Airport,,50,2025-02-12T20:06:45+00:00
988,CFR7,small_airport,Red Deer Forestry Airport,51.651402,-115.238998,4646,,Canada,CA,Alberta,CA-AB,AB,Clearwater,0,CFR7,,,CFR7,,https://en.wikipedia.org/wiki/Red_Deer_Forestry_Airport,FR7,50,2022-03-01T13:52:13+00:00
